bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,lat,long,price
3,3.0,2305,5402,2.5,0,1,3,7,1931,0,47.478450273566644,-122.24488363536024,1056493
2,1.5,682,29914,2.0,0,0,3,13,1998,2007,47.26139681756736,-122.46881913586523,1063830
3,2.5,648,70749,3.0,0,1,4,10,1986,0,47.25929386282508,-122.16369822654593,984094
4,2.5,2616,5416,2.0,0,1,4,7,1920,1997,47.64448098539814,-121.92740908593554,1160796
3,1.5,2329,15013,3.0,0,0,3,8,1981,0,47.77384916406282,-122.45738671162917,1286298
5,2.5,1756,6198,2.0,0,3,4,7,2011,0,47.32652907742602,-121.89020742270884,1168476
3,2.0,899,8094,2.0,0,1,2,9,1913,2014,47.581594413044975,-121.97658617288188,886439
3,2.5,1269,3490,3.0,0,0,5,11,1979,0,47.28065632295054,-121.71656453083342,1124048
4,1.5,1585,5973,2.0,0,0,2,7,1923,0,47.74956657847594,-122.47111182772804,977107
4,2.5,814,8412,1.0,0,3,5,10,1948,0,47.57103165211578,-121.71915265518126,1135399
3,2.0,1249,2756,2.0,0,4,4,8,2015,1995,47.6618737982463,-121.97912295424189,1217210
3,3.0,2505,4548,3.0,0,2,3,8,1931,0,47.13454783023942,-122.12947066722029,1091086
2,1.5,3690,4635,2.0,0,0,5,11,1974,0,47.518954177768435,-121.53461702364118,1502263
4,2.0,1465,11230,2.0,0,4,5,8,2008,1991,47.469328631950866,-122.33988045276395,1320488
4,2.5,2639,1692,2.0,0,2,4,8,1910,0,47.30509783483807,-121.95867488090889,1187199
4,3.0,694,4667,3.0,0,3,3,9,1959,1999,47.28370098954012,-122.17901852640752,986410
5,2.5,2514,33256,1.0,0,2,4,7,1967,0,47.50601736162188,-121.97251362120467,1206565
5,2.5,1209,15741,2.0,0,0,4,7,1960,0,47.59453994450506,-121.94772454741958,1107511
4,3.0,2108,18942,1.5,0,1,4,11,1989,1990,47.123220929924635,-122.41055175157516,1300150
5,3.5,1597,5036,2.0,0,0,4,9,2009,2007,47.49718110734659,-121.83886485308165,1225749
3,2.0,3498,6775,2.0,0,0,1,10,1904,2003,47.21932167026264,-121.86551850408098,1106637
3,2.5,1167,13389,1.0,0,2,4,7,1935,1996,47.19825391197027,-121.73053272536553,850622
3,3.0,2474,23394,1.0,0,3,4,8,1996,0,47.53618364166628,-122.40934150634082,1499905
2,4.0,1572,698,2.0,0,2,3,12,1963,0,47.31760908205223,-122.20274145309631,1151791
4,3.5,1670,1318,1.0,0,1,4,7,1977,0,47.4086161631944,-121.8498894002719,1095723
6,2.0,1649,18204,1.5,0,0,4,6,1931,2010,47.35199916660784,-122.3632691740844,1017765
2,2.0,1184,3726,2.5,0,0,4,8,1970,2010,47.553835424106765,-121.82240178921155,977652
3,2.5,1795,2510,1.5,1,0,2,8,1973,2019,47.42908383624653,-122.44097328917958,1373793
4,3.0,1752,1402,2.0,0,1,4,6,2022,0,47.77442106342656,-122.16506844704037,1333163
6,2.5,2039,2821,3.0,0,1,3,10,1965,0,47.346667931374526,-121.65328887766748,1154509
3,2.5,1886,1209,1.0,0,0,4,13,1909,1989,47.61819903818398,-121.72570870961884,1082844
4,3.0,2694,39778,1.5,0,4,4,8,1998,1995,47.280104797308134,-121.8552392847729,1397693
2,2.0,2869,4805,2.0,0,0,4,9,1920,1989,47.4561271648383,-121.6295415833749,1035101
3,3.5,1069,4638,2.0,0,3,3,10,1939,2001,47.486798826331366,-121.7907304558278,1020617
6,2.0,2791,8849,3.0,0,1,4,9,1941,0,47.33037649674391,-121.9806248947892,1242887
6,2.0,999,12866,3.0,0,0,5,5,1971,0,47.43024637023884,-121.52028249961421,771901
2,2.5,2425,12656,2.0,0,2,3,6,1945,0,47.29549504652894,-121.80514392021068,1045034
6,3.0,2464,14380,1.0,0,2,5,6,1981,0,47.104200547171786,-121.898632823187,1160938
4,1.5,695,2615,1.0,0,1,4,4,1972,0,47.250953811146516,-122.09112943904644,807334
5,2.0,1894,3648,1.5,0,1,4,7,2017,0,47.590044920745235,-121.59758750142095,1246029
4,4.0,1430,10604,1.0,0,0,3,8,1940,0,47.63967411713976,-122.20429090439501,1144420
4,2.0,1237,2900,2.0,0,2,3,7,1993,1987,47.29614200699724,-122.4907804057891,1036661
4,2.5,3552,4889,2.0,0,3,5,5,1903,2013,47.38563009917265,-122.30325947756764,1344052
4,2.5,1303,7322,1.0,0,0,3,8,1998,2008,47.12615596209703,-122.39048250805764,947314
3,2.5,1208,10777,2.5,0,0,2,7,1913,0,47.265944030768374,-122.18100622582693,753741
2,2.5,1877,830,1.0,0,3,4,9,1913,0,47.64545349836061,-121.67412132254154,1017728
3,2.0,2547,10044,2.0,0,0,3,4,1952,0,47.52419038918554,-121.848470314635,1040102
4,2.5,1684,3890,2.0,1,2,4,10,2011,2021,47.24403936536806,-122.33101941076629,1508239
3,2.0,3239,9971,2.0,0,1,4,12,2000,0,47.280209396585704,-121.71117827890767,1468901
4,2.5,2357,10688,2.0,0,1,5,9,1983,0,47.67176141609269,-121.9957801339006,1403079
6,1.5,608,24536,1.0,0,1,4,9,1928,2008,47.246358942061434,-121.9872853758817,792242
2,2.5,1387,19023,2.0,0,0,3,11,1922,0,47.33391040809299,-122.13788781901913,902103
4,2.0,1365,18893,2.0,0,0,3,7,2019,2014,47.56505108415825,-121.63538363517797,1012512
3,2.0,2297,20820,3.0,0,2,4,13,2010,0,47.49277866999565,-122.1816726961442,1553692
5,2.0,486,6577,2.0,0,2,3,9,1984,0,47.42260914366367,-122.40586023933031,1030792
3,2.0,6467,5075,2.0,0,2,5,9,1930,0,47.72981876368582,-122.19727100602806,2087744
4,3.0,2357,11764,2.0,0,1,4,7,1995,2013,47.253797323900535,-121.78464645373211,1212800
5,2.0,1947,10219,3.0,0,0,1,8,2004,2011,47.6189939236041,-121.84241811319667,1150898
6,3.5,3264,3608,1.5,0,0,5,9,1970,1982,47.21134468843273,-122.31198284644643,1464587
4,4.0,5836,7367,2.0,0,3,3,9,1976,0,47.5310136834375,-122.38821570089506,2106956
4,2.5,2794,4745,2.0,0,1,3,9,1960,0,47.709436494387916,-121.83913424159826,1416241
4,1.5,2905,2092,2.0,0,0,4,6,1922,2021,47.420531249834696,-121.8236231643451,1036938
5,2.0,1930,17862,1.0,0,0,5,7,1907,1985,47.60700615503393,-122.13385036278943,1105466
4,3.0,1684,5193,2.0,0,0,4,8,1975,2002,47.67427534709929,-121.65719861647092,1126738
2,2.0,1425,38128,1.0,0,0,3,7,1999,0,47.195218497414324,-121.52179479620008,774504
6,1.5,1196,967,2.0,0,3,3,7,1915,0,47.594078826697476,-122.2943547765506,1038057
4,2.5,1282,2816,2.0,0,3,3,6,1925,0,47.74388871679207,-121.92293128429397,958834
4,3.0,920,5077,2.5,0,3,3,7,1928,1994,47.50345942689888,-122.49465367099606,954535
3,3.0,1740,15327,2.0,0,4,3,8,1992,2009,47.23028557117013,-121.7869456039737,1189669
4,2.0,778,7328,1.5,0,3,4,5,1905,0,47.18885977211226,-122.08571788643668,749444
3,2.5,1989,6704,1.0,1,1,5,11,1936,0,47.281814731326726,-122.30673077309683,1441422
4,2.0,1775,1591,2.5,0,0,3,9,1932,0,47.17245928831168,-121.74777807823563,889788
3,2.0,1945,1545,1.0,0,2,3,9,1994,0,47.45937585010953,-121.68935120244392,1145477
4,3.5,1392,6785,2.0,0,0,4,7,1945,2018,47.14879327789472,-122.38883349882406,944516
6,2.0,8420,1256,1.0,0,0,4,8,1960,0,47.25638323724536,-122.45900423816197,2405439
2,2.0,3569,2887,2.0,0,0,5,8,1940,2004,47.407937310738546,-122.16592155833088,1365174
6,1.0,970,8110,2.0,0,1,3,13,1917,1996,47.43174032528142,-121.87400953423897,1000420
3,3.5,2031,1840,1.5,0,0,3,9,2001,2003,47.49577893960287,-121.70658047281137,1181641
5,3.0,1334,24473,1.5,0,0,4,8,2010,2017,47.593930473925504,-121.95393750336954,1147570
5,2.5,1088,16712,2.5,0,1,4,10,1994,1987,47.13306004776583,-121.91925122369302,968592
4,3.0,925,1021,2.0,0,3,4,6,1915,2014,47.15643466652305,-121.70014177824712,734306
4,2.0,2244,1934,2.0,0,1,4,4,2003,0,47.142601406263346,-121.97115662578123,1057085
5,2.5,1286,499,2.5,0,3,3,9,1950,1987,47.396205220825436,-121.8888455097737,1039567
3,2.0,2933,2247,3.0,0,0,4,6,1936,2001,47.12929356141805,-121.98378266002344,1002292
3,1.5,2971,10576,1.5,0,0,4,6,1913,0,47.622256886781926,-121.6195417666323,996979
4,2.5,3593,3249,3.0,0,1,3,9,2002,1998,47.256100126726935,-122.2644833814149,1554014
5,3.5,1180,7791,1.0,0,1,4,7,1967,2002,47.757448745302966,-122.23600641545949,1102874
5,1.0,2293,1072,1.5,1,2,4,9,1929,2007,47.44048262856798,-122.37203853839817,1518324
5,2.0,2480,10915,2.5,0,2,3,11,1959,0,47.41242802670954,-121.68053324850558,1356640
3,2.0,1426,2821,1.5,0,2,3,7,1952,1992,47.64637708484765,-122.08822270943764,1026657
5,2.0,1229,4974,1.5,0,4,3,7,1996,0,47.599207788725096,-122.15210605911875,1186452
3,3.5,4043,4478,1.5,0,0,2,6,1935,1998,47.5251163286637,-121.51865128291284,1299328
4,2.5,2025,1378,2.0,0,0,4,6,1929,0,47.75460269437526,-121.57319663356022,1087481
2,2.5,2484,1551,2.0,0,1,4,5,1963,1984,47.39558148269095,-121.52801231787524,1065580
3,3.0,1198,12936,2.0,0,0,3,6,1913,0,47.6659721730406,-122.3577010032413,886398
3,2.0,982,7324,2.5,0,0,2,8,1922,0,47.366065062022074,-121.60874818685183,637732
3,2.5,1360,14045,2.0,0,0,5,7,1947,0,47.68684197200727,-122.17129040061255,1011441
4,2.0,1699,6799,1.0,0,0,3,9,1927,0,47.28163224027618,-122.48734322978814,922915
3,2.5,1061,5670,3.0,0,0,3,10,2021,1986,47.30248695098522,-122.10870166401693,1029746
3,4.0,1799,874,1.5,0,0,3,9,1906,2009,47.57450867381222,-121.99080364686193,1064320
3,3.0,777,3750,1.0,0,2,4,8,1941,0,47.24889930646626,-122.3917795764326,901911
3,2.0,1032,4782,1.0,0,1,3,6,1909,0,47.2604079309178,-121.96232238312574,646208
3,3.0,2528,34651,2.0,0,2,4,9,1967,0,47.31368370031219,-121.68053641582327,1232451
2,2.0,2445,9768,1.0,0,2,3,7,1943,1998,47.575250138762264,-122.1223490491608,1153559
4,1.0,1486,22835,1.0,0,0,3,6,2001,0,47.72257166469626,-122.1473551934657,1096129
4,2.0,1086,8933,1.5,1,0,3,10,1912,0,47.57219735578889,-122.16118957976933,1123979
4,2.0,1081,2413,1.5,0,0,4,7,1984,0,47.67946997104089,-121.57690555411631,969280
4,2.5,1500,5525,2.0,0,3,4,7,1932,0,47.48049241278613,-122.4512419012098,1121027
3,2.5,2495,6224,2.5,0,2,3,10,2003,0,47.148246254941604,-122.05492385800704,1327026
5,3.5,2875,1921,2.0,0,0,3,11,1991,0,47.17032634805595,-122.23540054585028,1353952
4,2.5,1410,3346,1.5,0,0,4,7,1986,1997,47.48807438485684,-121.60619297461251,1014803
4,2.5,1015,4000,1.0,0,4,4,7,1931,1985,47.32946067804948,-122.4039477364162,1048782
2,1.5,2067,24480,3.0,0,1,3,8,1947,0,47.25439765154586,-122.08855723331959,1066823
3,1.0,1197,613,1.0,0,3,4,9,1904,1988,47.42637984911183,-122.09318384796892,893714
3,2.5,1395,16412,2.5,0,0,3,5,1960,0,47.56654771863301,-121.61160558245298,796056
3,2.0,3507,1926,1.0,0,0,3,8,2021,2017,47.3694943634151,-122.28450655495904,1367575
4,3.0,2734,1246,3.0,0,2,2,12,1989,0,47.66177958001014,-121.85510458969839,1495739
4,2.0,1956,15993,1.5,0,2,4,7,2002,1997,47.616966272599974,-122.36559387311222,1387724
4,1.0,957,10217,2.0,0,2,3,11,1989,1997,47.614440417511695,-121.54602428591946,1086248
5,2.0,2009,17231,2.0,0,1,4,12,1902,0,47.78963278277417,-121.90698504072772,1232239
5,2.0,3075,10945,2.0,0,1,4,7,1923,2014,47.306660984160146,-121.87374326967932,1184214
4,1.0,1498,38555,1.5,0,2,4,9,2016,0,47.551307910438624,-122.06622659833953,1228888
6,3.0,3553,8593,2.0,0,0,3,7,1997,1992,47.69883483811222,-122.15771728733368,1476391
2,1.5,3450,4202,2.0,0,0,3,9,1933,0,47.50566710373974,-122.28732357050512,1217890
3,2.5,4154,6925,1.0,0,3,5,9,1983,0,47.652651523280774,-121.89601224616774,1791756
2,2.0,2106,17042,1.0,0,0,4,7,2018,1983,47.39011653008794,-121.54543825465176,1090761
4,2.0,2425,2254,2.0,0,1,4,9,1993,0,47.51334394195836,-122.1402090459076,1273308
5,2.0,3666,2560,1.0,0,2,1,10,1941,0,47.138966474963034,-121.61684311133794,1309753
3,3.0,2261,3608,2.0,1,4,3,7,1919,0,47.79003732407737,-122.35122368715275,1538889
6,2.0,1407,599,1.0,0,1,4,6,1940,1988,47.66001293701389,-121.5638739791182,1015286
2,3.0,1444,5642,2.0,1,1,2,6,1981,0,47.708166350142015,-122.14951371610192,1319175
6,1.5,2037,745,1.0,0,3,4,8,2001,0,47.58600599470006,-122.12027278840665,1334772
3,3.0,948,5182,2.0,0,3,3,12,1919,1989,47.23023502296609,-122.03715774296568,1014296
3,2.0,1683,11675,1.0,0,2,1,10,1905,0,47.12171990969262,-121.78175573005235,854663
4,2.5,3128,3050,1.0,0,1,3,8,2021,0,47.70525962541521,-121.78034656631097,1494251
3,2.5,604,26294,1.0,0,0,3,8,1956,0,47.37743145761529,-122.02041141528034,759005
3,3.5,3894,1140,3.0,0,1,3,7,1941,0,47.28470541322795,-121.97684710068606,1353599
3,2.0,3169,16175,1.0,0,3,4,6,2023,0,47.49317107118726,-122.46998951222587,1492331
5,1.5,1436,9654,2.0,0,3,3,8,1924,2017,47.394628965733006,-122.19570329844167,977333
4,1.0,2372,883,1.0,0,0,3,8,1940,0,47.55616619698129,-122.15398292576938,1054579
3,3.0,1810,73924,1.0,0,1,5,8,1940,0,47.43865526313816,-121.94127273127424,1021132
4,2.5,3344,4611,2.0,0,1,4,12,1902,0,47.58806319830819,-121.94170023262869,1467208
4,3.0,2955,2043,2.0,0,4,3,8,2007,0,47.6973962886564,-121.79010020227213,1596107
3,2.0,897,1203,3.0,0,2,4,8,1942,1983,47.23688990766905,-121.78297270378192,886999
3,2.0,2425,3944,3.0,0,1,5,6,1945,0,47.33060301639584,-122.26478927578792,1093975
3,1.0,1631,4326,2.0,0,0,2,13,1956,0,47.40577091059944,-121.72981284889518,1071853
3,4.0,1884,5446,2.0,0,1,3,9,1982,0,47.773440913619346,-122.48039643195372,1384564
4,2.5,1256,3648,2.0,0,0,4,10,1973,2004,47.35573352948324,-121.78383811539328,1023855
3,3.5,4333,9257,1.5,0,3,3,8,1950,0,47.36676989471484,-122.39793889648058,1692580
4,2.0,3041,3335,3.0,0,2,4,8,1904,0,47.55743076607169,-121.77035179157878,1272264
4,2.5,1249,709,2.0,0,1,5,8,1985,1996,47.39343979692296,-121.97288190943159,1066706
3,2.5,927,4232,2.0,0,1,5,7,1972,0,47.76585662194772,-122.0627454993169,1011850
4,2.0,1490,460,1.0,0,3,3,9,1996,2003,47.72612813233281,-121.80933361023857,1273228
3,3.0,2246,7000,1.0,0,0,3,11,1914,1990,47.45938614444297,-122.46362916625277,1277855
6,3.5,2038,1845,3.0,0,0,5,6,1987,0,47.55134266376349,-122.27652967432442,1283988
4,3.5,3383,5786,1.5,1,4,4,6,1993,0,47.14062139331853,-121.88355985753235,1667393
5,3.0,2683,18289,2.0,0,3,3,9,1999,2020,47.58701136962268,-121.65278459336918,1516031
4,2.0,2935,1903,1.0,0,3,4,7,2021,1990,47.59504061106432,-122.11889236305488,1457389
2,2.0,2129,14203,2.5,0,0,3,9,1938,2014,47.35143950695024,-122.24123852736645,1022839
4,4.0,902,3186,1.0,0,0,3,9,1969,0,47.253778018537695,-121.981263564211,884644
6,1.0,1639,28373,2.5,0,0,5,7,1978,0,47.74055488127191,-121.87768474761316,1123764
4,3.0,3071,3411,1.0,0,0,3,10,1937,2015,47.39869343056359,-122.07989696859426,1380696
5,3.0,1762,2120,2.5,0,2,2,8,1938,0,47.5575942733612,-121.62328931734025,1110975
5,2.5,2325,9771,2.0,0,0,3,10,1951,2020,47.123330156483384,-121.97656129113999,1028085
3,4.0,1541,3178,1.0,0,2,4,9,1985,0,47.38984701660379,-122.46417641242941,1238024
3,2.0,1080,2118,2.0,0,0,3,10,1902,2014,47.67208116770971,-122.27694604529381,866613
4,2.0,1699,3047,1.5,0,0,4,5,2016,0,47.3713032002805,-122.04935296908218,1079528
3,1.5,2110,4700,1.0,0,4,4,7,1928,0,47.522212812095816,-121.80227448098307,1091181
5,2.0,1302,18810,2.5,0,0,4,6,1992,2012,47.24689906033918,-122.28024775620742,968261
6,2.0,1607,710,2.0,0,0,3,8,1930,0,47.39156795418769,-121.52374256028259,906493
3,2.0,1130,5029,1.5,0,0,4,10,2008,0,47.74934640263723,-122.18144174181192,1201712
3,3.0,3164,9181,1.0,0,0,3,8,1965,0,47.496516224790724,-121.96751979313942,1163965
5,3.5,1560,5963,1.5,0,1,4,10,1998,1990,47.73135202136505,-122.48103361526896,1448917
3,2.0,3738,18212,2.5,0,0,3,7,1944,2021,47.73141350964268,-121.6151092785692,1290107
5,2.0,3883,4562,1.5,0,2,3,7,1972,0,47.760903460297136,-121.71116534647481,1595175
3,3.5,1736,4086,3.0,0,3,4,10,1921,0,47.726774162056074,-122.30454199570441,1320831
4,1.5,1092,8886,3.0,0,1,3,8,1982,0,47.102296790307214,-121.56676330876016,835348
2,1.5,637,5427,1.0,0,0,3,9,2013,1999,47.753810424107115,-122.1841602362026,980518
4,2.0,866,3326,1.0,0,1,3,7,2000,0,47.19622160735977,-121.80781371161989,789472
4,2.5,909,8234,2.5,0,0,4,11,1909,0,47.127948375777805,-121.6810236819834,814175
4,2.0,3601,2559,1.5,0,1,3,8,2009,0,47.13877197420464,-121.75908553876282,1394844
3,4.0,1915,2667,1.0,0,2,3,9,1920,1980,47.344241336623504,-121.58241721597015,1051445
4,2.0,2196,2898,1.5,0,0,1,6,1916,2011,47.53456285968815,-121.6357252396593,889046
5,2.5,595,19016,2.0,0,3,4,8,1966,0,47.3816178375633,-121.50538848590838,937925
3,2.0,993,196,2.0,0,3,3,11,1906,0,47.11788799925457,-122.31738858742385,864101
2,2.5,2817,7299,1.0,0,3,3,10,2004,1981,47.4335378439223,-122.1952381987733,1540685
2,2.5,2086,5086,1.0,0,0,2,5,2000,2004,47.40949151958927,-121.86377413256837,967690
4,3.0,1679,915,3.0,0,1,3,7,1935,0,47.62979448585115,-121.76695281410842,1014924
4,3.0,2398,6699,2.0,0,3,4,8,1966,0,47.29572902889781,-121.96539494544429,1256262
4,2.5,4096,7908,2.0,0,0,4,7,2021,0,47.25227182165606,-122.42607163511339,1452894
3,3.5,1618,8862,2.0,0,3,5,9,1976,1999,47.27915727037364,-121.65840477319962,1182007
3,3.0,1871,346,2.0,0,0,1,7,2004,1984,47.31261787584089,-121.53912564397872,909514
4,3.0,1990,19271,2.0,0,0,5,7,1929,0,47.519415411357016,-122.09448315617361,1086600
4,1.5,5979,2350,1.5,0,2,3,9,1986,0,47.43006783981645,-122.27518751830115,1930007
6,1.0,632,9765,1.0,0,2,5,8,2023,0,47.33582619562534,-122.48068624503792,1105434
3,2.0,2544,10312,2.0,0,2,3,9,1970,2020,47.36201991079857,-122.26270096390641,1270973
4,2.5,1707,2045,2.0,0,4,4,12,1993,0,47.35964656211128,-121.80008122516158,1321499
3,2.0,2400,9513,3.0,0,0,3,6,1928,2014,47.78068468629722,-121.58841061232727,1009172
3,2.0,1301,3342,1.5,0,0,3,9,1971,1982,47.26309789163707,-122.40648693356823,957036
4,3.5,1764,619,3.0,0,3,4,7,1973,0,47.672643092190576,-121.94674081283807,1217800
4,3.5,2580,15799,3.0,0,0,4,8,1932,0,47.59574758631173,-121.80446875148817,1263938
6,3.5,8573,2264,1.0,0,2,5,5,1958,2018,47.103899003922486,-122.22361917889373,2256280
3,2.0,2708,2091,2.0,0,1,4,6,1919,0,47.79522335268784,-121.9301029608297,1201626
3,2.5,1183,3284,2.0,0,0,4,7,1992,2010,47.629507559443496,-121.78475157399423,1019416
4,2.0,1462,6452,3.0,0,0,2,7,1928,0,47.577714710445555,-121.66228075686462,888013
4,2.0,1441,4641,2.0,0,1,5,10,1952,1982,47.383727295373646,-122.04750014918002,1063348
3,2.0,736,8502,2.0,0,3,4,9,1984,2008,47.488642162240005,-121.75214278108103,1004957
2,2.0,1532,1287,2.0,0,2,4,12,1900,2016,47.27728962696723,-122.19821702826015,1025287
2,2.0,2608,2339,1.0,0,1,3,8,2014,0,47.12483838360199,-122.28695325322784,1249295
5,3.0,956,4376,1.0,0,1,4,7,1933,1988,47.68521516091218,-122.31268625390933,1018428
3,1.5,3054,32790,2.0,0,0,5,7,1943,0,47.72753914557682,-122.14112726817427,1315574
3,3.0,2307,4386,2.0,0,0,3,7,2018,0,47.213729445629966,-122.46412031821114,1202207
3,2.5,1252,14548,2.0,0,1,3,7,1995,0,47.65093926709201,-122.21700816233475,1151552
3,2.0,1684,5107,2.0,0,0,3,9,2008,0,47.61880687129996,-121.84777717555677,1146341
2,2.5,4020,3030,1.5,0,0,4,8,1913,0,47.22486250135526,-121.85208095283987,1230766
4,2.0,2609,3840,2.0,0,1,2,8,1936,0,47.395280161802354,-122.42644619350851,1216146
2,2.5,1816,4152,1.0,0,1,2,6,1934,2020,47.39593054458387,-122.21258438291937,999821
5,2.0,1605,8988,2.5,0,0,3,5,1958,1991,47.63197498081367,-121.93044233532208,928799
3,2.0,1878,19430,3.0,0,1,4,7,1923,0,47.686362634043235,-122.1814478624969,1124137
4,1.5,1399,7042,2.0,0,1,3,6,2012,2022,47.16634258497396,-122.08201197581113,904645
5,2.5,631,16108,1.0,0,0,2,9,1964,0,47.49407846443294,-121.78718924288424,872573
4,3.5,5019,1872,1.0,0,4,5,6,2009,0,47.63322394785022,-122.49073317054336,1982758
4,2.0,1954,3246,2.0,0,0,5,9,1905,1989,47.65033341584561,-122.22360645591156,1101795
3,3.0,2206,2382,2.0,0,3,3,8,2012,0,47.20359546710129,-122.35762775621498,1286875
3,2.5,1756,6730,2.0,0,0,4,6,1967,1996,47.46785360020556,-122.37239081723551,1078705
4,3.5,1251,3432,1.5,0,3,4,10,1937,0,47.70029109445389,-121.54095978355275,1133049
6,3.0,1647,10196,2.0,0,0,3,8,1900,0,47.3229630036097,-122.12343966843758,978375
4,2.5,812,1937,2.0,0,2,3,7,1940,0,47.397581829238256,-121.97291141509037,832529
4,2.5,5645,5130,1.5,0,0,4,10,1930,2017,47.66305095793543,-121.76617811293036,1802165
4,3.5,975,9767,2.0,0,2,3,5,1935,1993,47.16252366482863,-122.45255252513995,917519
4,2.0,1079,623,1.0,0,1,3,7,1972,1990,47.70164530292228,-122.2589773614423,1010285
2,2.0,1450,41012,2.0,0,0,4,9,2004,1980,47.31780970171157,-121.66785221265629,938194
4,1.0,3442,3702,2.5,0,2,4,9,1953,0,47.10101522161379,-121.63800938682212,1244255
6,3.0,1821,648,2.0,0,0,4,7,2008,1986,47.26391140153945,-122.1270490793592,1166131
3,3.0,974,5756,2.5,0,4,3,5,1986,0,47.162650448626856,-122.12513840034823,965926
4,1.5,3385,5081,2.0,0,0,4,10,1930,0,47.16466943489737,-121.74310312289111,1209815
3,2.5,2605,4528,1.0,0,1,3,7,1928,1993,47.58498501389981,-122.20492977325013,1195894
4,2.5,2366,13242,2.0,0,2,4,7,2012,0,47.24978343494735,-122.38290591886,1262034
2,1.5,2585,10378,2.0,1,0,4,8,1984,0,47.754319654083886,-122.24246454975942,1568544
4,4.0,5986,6620,1.5,0,0,4,11,1902,2006,47.46151118261391,-122.11265526836422,1903246
5,2.0,5391,7709,1.0,0,2,3,5,1957,1990,47.422068780568445,-122.4477952904049,1766749
3,1.5,1282,4427,2.0,0,2,4,9,1989,1987,47.4039984627541,-122.02131974579983,1064239
4,2.5,4072,29012,1.0,0,4,5,8,1960,0,47.58481134777014,-121.75999248722722,1664565
5,3.0,2189,1119,1.0,0,0,4,8,1905,0,47.416583933766525,-121.98625485551953,1097251
6,1.0,2320,5651,2.0,0,1,3,9,1919,1993,47.19002024935764,-122.4281046594855,1068889
3,2.5,775,5244,1.5,0,0,4,12,2010,1998,47.71612052644853,-122.05985036865404,1101064
3,2.5,1660,11084,3.0,0,0,3,7,1960,0,47.39987674424796,-121.79109539195717,864479
3,1.5,1204,2113,1.5,0,2,5,6,1945,2020,47.151803202989655,-122.44190334600981,849080
6,2.0,2735,859,2.0,1,0,4,11,1912,2019,47.470556191248434,-122.4401528102731,1657110
6,2.5,3088,5749,2.0,0,1,3,9,2004,0,47.55314280091899,-122.12939859681902,1648155
4,2.0,640,6510,2.0,0,1,2,8,1922,2006,47.29290772491043,-122.30503603587628,722355
5,3.5,1788,21798,1.5,0,2,3,8,1978,0,47.66023828537169,-121.56521920869157,1218984
4,3.0,3168,1379,3.0,0,3,5,9,2009,0,47.56884309222615,-121.91865639626026,1605348
4,4.0,1646,15594,2.0,0,2,2,9,1930,0,47.5552388184851,-122.2126746005941,1198812
2,2.0,2603,52439,2.5,0,1,4,11,1903,1982,47.39457746700746,-121.79522327088505,1146191
5,4.0,2155,3368,1.5,0,2,5,8,1974,2014,47.773340710987895,-122.12507094864067,1412833
3,2.0,2144,1351,1.0,0,1,3,7,2017,2002,47.291932417564475,-122.36788435562099,1166625
5,2.0,1578,3271,2.0,0,0,3,9,1965,2003,47.50439385071081,-122.26276777015642,1112622
5,1.5,984,4984,1.0,0,0,4,8,1915,0,47.31633861023083,-121.85725271554062,824622
4,1.5,1031,8636,2.0,0,0,4,8,2014,0,47.62136332708008,-122.448123894003,1092018
2,2.5,2577,2720,1.0,0,1,3,8,1930,0,47.13345403870909,-122.22731095995194,982924
3,2.5,1825,23276,2.0,0,3,1,6,1947,0,47.132125707512536,-122.29168852235783,1028542
3,2.0,1687,1612,3.0,0,0,4,8,2022,1982,47.66760267866315,-122.29886488932347,1267635
3,2.5,1462,863,2.0,0,0,5,9,2002,0,47.403987712744566,-121.81723758802403,1025297
2,2.0,1552,14864,2.5,0,3,3,9,1942,1981,47.33882603822025,-121.67418308324564,991452
6,2.5,3051,505,2.0,0,3,3,8,2007,0,47.525268803522735,-121.78413339193574,1571464
4,2.0,1529,4007,2.0,0,2,3,6,1903,0,47.59132954070828,-121.85427218419949,906446
3,3.0,924,111043,3.0,0,0,4,8,1961,0,47.24084094279109,-121.58354822818214,851233
3,3.0,2622,4855,2.5,0,0,3,9,1947,2013,47.229801868983316,-122.4416076195757,1228908
3,2.5,1632,1602,2.0,0,0,5,8,1927,0,47.770705523431914,-122.33251691402376,1131623
4,2.0,1836,4640,1.5,0,0,2,9,2021,0,47.512765014469196,-122.08559314432947,1219342
4,2.0,4039,4671,2.0,0,0,5,8,1915,2007,47.373081534105985,-122.12754835649613,1389871
6,3.0,1789,5771,1.0,0,1,4,7,2002,2023,47.66100918626865,-122.08194839703698,1345518
4,2.0,2089,9530,2.0,0,0,4,9,1988,1997,47.46761127114454,-122.2935450949573,1238856
6,2.0,1002,1738,2.0,0,0,3,6,1976,0,47.26916396726221,-122.35049668441977,948160
5,1.5,1619,26570,2.5,0,0,4,8,1968,0,47.2447147139491,-121.99080675254207,997552
3,2.5,2452,6279,2.5,0,1,3,7,1929,2021,47.37780148631887,-121.57194747593121,1006270
6,2.5,830,10165,2.0,0,1,2,5,1964,2005,47.70192710218191,-122.10803053765008,926280
